Date/Time;Serial number;GPS longitude [°];GPS latitude [°];Total working hours counter [h];Engine speed [rpm];Engine load [%];Fuel consumption [l/h];Ground speed gearbox [km/h];Ground speed radar [km/h];Coolant temperature [°C];Speed front PTO [rpm];Speed rear PTO [rpm];current gear shift [];Ambient temperature [°C];Parking brake status [];Transverse differential lock status [];All-wheel drive status [];Actual status of creeper []
Mar 1, 2019 8:34:44 AM;A2302895;20.2971303;45.2951526;873.46;810;28;4.25;0;0;37;0;0;NA;11.09;1;0;Automatic;NA
Mar 1, 2019 8:34:54 AM;A2302895;20.2971304;45.2951549;873.46;810;28;4.3;0;0;37;0;0;NA;11.09;1;0;Automatic;NA
Mar 1, 2019 8:35:04 AM;A2302895;20.2971339;45.2951593;873.47;810;27;4.1;0;0;38;0;0;NA;11.19;1;0;Automatic;NA
Mar 1, 2019 8:35:14 AM;A2302895;20.2971331;45.2951568;873.47;810;28;4.4;0;0;38;0;0;NA;11.19;1;0;Automatic;NA
Mar 1, 2019 8:35:24 AM;A2302895;20.2971314;45.2951528;873.47;809;29;4.3;0;0;38;0;0;NA;11.19;1;0;Automatic;NA
Mar 1, 2019 8:35:34 AM;A2302895;20.2971305;45.2951494;873.47;810;28;4.4;0;0;38;0;0;NA;11.19;1;0;Automatic;NA
Mar 1, 2019 8:35:44 AM;A2302895;20.2971271;45.2951449;873.48;810;28;4.2;0;0;39;0;0;NA;11.19;1;0;Automatic;NA
Mar 1, 2019 8:35:54 AM;A2302895;20.2971259;45.2951432;873.48;810;28;4.2;0;0;39;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:04 AM;A2302895;20.297124;45.2951457;873.48;811;27;4.05;0;0;39;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:14 AM;A2302895;20.2971228;45.2951468;873.49;809;28;4.15;0;0;40;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:24 AM;A2302895;20.297124;45.2951485;873.49;810;28;4.15;0;0;40;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:34 AM;A2302895;20.2971262;45.2951517;873.49;810;27;4.1;0;0;40;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:44 AM;A2302895;20.2971284;45.2951539;873.49;809;28;4.05;0;0;41;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:36:54 AM;A2302895;20.2971293;45.2951555;873.5;809;27;4.15;0;0;41;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:37:04 AM;A2302895;20.2971267;45.2951579;873.5;810;27;4.05;0;0;41;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:37:14 AM;A2302895;20.297126;45.2951574;873.5;809;28;4.15;0;0;42;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:37:24 AM;A2302895;20.2971242;45.2951575;873.51;810;27;4;0;0;42;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:37:34 AM;A2302895;20.2971242;45.2951556;873.51;811;26;4.05;0;0;42;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:37:44 AM;A2302895;20.2971267;45.2951541;873.51;810;27;4.05;0;0;43;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:37:54 AM;A2302895;20.2971275;45.295151;873.51;810;27;4.05;0;0;43;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:38:04 AM;A2302895;20.2971323;45.2951486;873.52;810;26;3.95;0;0;43;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:38:14 AM;A2302895;20.2971361;45.2951463;873.52;810;26;3.9;0;0;43;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:38:24 AM;A2302895;20.2971367;45.2951436;873.52;904;100;22.6;0;0;44;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:38:34 AM;A2302895;20.2971312;45.2951419;873.52;1084;50;12.45;2.81;2.81;44;0;0;NA;11.38;0;0;off;NA
Mar 1, 2019 8:38:44 AM;A2302895;20.2971132;45.2951418;873.53;1024;27;6.4;5.67;5.67;44;0;0;NA;11.38;0;0;off;NA
Mar 1, 2019 8:38:54 AM;A2302895;20.297079;45.295207;873.53;1061;36;9.55;6.56;6.56;45;0;0;NA;11.38;0;0;off;NA
Mar 1, 2019 8:39:04 AM;A2302895;20.2971707;45.2951994;873.53;933;47;9.9;4.47;4.12;46;0;0;NA;11.38;0;0;off;NA
Mar 1, 2019 8:39:14 AM;A2302895;20.2972395;45.2952015;873.54;810;24;3.55;0;0;47;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:39:24 AM;A2302895;20.2972332;45.2952026;873.54;810;24;3.6;0;0;47;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:39:34 AM;A2302895;20.2972344;45.2952033;873.54;811;24;3.5;0;0;48;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:39:44 AM;A2302895;20.2972356;45.2952036;873.54;810;23;3.55;0;0;48;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:39:54 AM;A2302895;20.2972375;45.2952033;873.55;810;23;3.25;0;0;49;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:40:04 AM;A2302895;20.2972402;45.295202;873.55;811;24;3.5;0;0;49;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:40:14 AM;A2302895;20.2972472;45.2951999;873.55;808;24;3.5;0;0;49;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:40:24 AM;A2302895;20.2972546;45.2952007;873.56;810;24;3.5;0;0;49;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:40:34 AM;A2302895;20.2972461;45.2952039;873.56;810;24;3.45;0;0;49;0;0;NA;11.28;1;0;Automatic;NA
Mar 1, 2019 8:40:44 AM;A2302895;20.2972415;45.2952047;873.56;810;23;3.35;0;0;49;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:40:54 AM;A2302895;20.2972355;45.2952043;873.56;809;24;3.4;0;0;49;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:04 AM;A2302895;20.2972359;45.2952047;873.57;810;23;3.4;0;0;50;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:14 AM;A2302895;20.2972382;45.2952039;873.57;810;23;3.3;0;0;50;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:24 AM;A2302895;20.2972387;45.2952031;873.57;809;22;3.2;0;0;50;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:34 AM;A2302895;20.2972352;45.2952023;873.57;811;21;3.05;0;0;50;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:44 AM;A2302895;20.2972294;45.2952003;873.58;811;22;3.1;0;0;50;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:41:54 AM;A2302895;20.2972278;45.295197;873.58;809;22;3.05;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:04 AM;A2302895;20.2972266;45.2951939;873.58;810;21;3;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:14 AM;A2302895;20.2972241;45.2951941;873.59;810;22;3.1;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:24 AM;A2302895;20.297225;45.2951964;873.59;810;21;2.8;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:34 AM;A2302895;20.2972255;45.2951996;873.59;809;20;2.95;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:44 AM;A2302895;20.2972292;45.2952012;873.59;809;21;2.9;0;0;51;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:42:54 AM;A2302895;20.2972298;45.2952017;873.6;810;21;2.9;0;0;52;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:43:04 AM;A2302895;20.2972336;45.2952037;873.6;810;21;3;0;0;52;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:43:14 AM;A2302895;20.297233;45.2952059;873.6;809;21;2.9;0;0;52;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:43:24 AM;A2302895;20.2972324;45.2952083;873.61;810;20;2.85;0;0;52;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:43:34 AM;A2302895;20.297234;45.2952083;873.61;809;21;2.9;0;0;52;0;0;NA;11.38;1;0;Automatic;NA
Mar 1, 2019 8:43:44 AM;A2302895;20.2972303;45.2952085;873.61;810;21;2.9;0;0;52;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:43:54 AM;A2302895;20.2972276;45.2952082;873.61;810;20;2.9;0;0;52;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:04 AM;A2302895;20.2972252;45.2952066;873.62;810;21;2.9;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:14 AM;A2302895;20.2972235;45.2952066;873.62;809;21;2.95;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:24 AM;A2302895;20.2972245;45.2952071;873.62;810;21;2.85;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:34 AM;A2302895;20.2972265;45.2952086;873.63;810;21;3;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:44 AM;A2302895;20.2972291;45.2952075;873.63;809;21;3.05;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:44:54 AM;A2302895;20.2972285;45.295205;873.63;810;21;2.95;0;0;53;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:45:04 AM;A2302895;20.2972292;45.2952047;873.63;810;21;3;0;0;54;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:45:14 AM;A2302895;20.2972306;45.295206;873.64;810;21;2.95;0;0;54;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:45:24 AM;A2302895;20.2972321;45.2952063;873.64;809;21;3;0;0;54;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:45:34 AM;A2302895;20.2972308;45.2952064;873.64;810;21;3;0;0;54;0;0;NA;11.5;1;0;Automatic;NA
Mar 1, 2019 8:45:44 AM;A2302895;20.2972289;45.2952034;873.64;809;21;3;0;0;54;0;0;NA;11.59;1;0;Automatic;NA
Mar 1, 2019 8:45:54 AM;A2302895;20.2972282;45.2952041;873.65;810;21;3.05;0;0;54;0;0;NA;11.59;1;0;Automatic;NA
Mar 1, 2019 8:46:04 AM;A2302895;20.2972307;45.2952075;873.65;810;21;3.05;0;0;55;0;0;NA;11.59;1;0;Automatic;NA
Mar 1, 2019 8:46:14 AM;A2302895;20.2972318;45.2952096;873.65;810;21;3;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:46:24 AM;A2302895;20.2972336;45.2952069;873.66;810;22;3.1;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:46:34 AM;A2302895;20.297235;45.2952038;873.66;809;22;3.15;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:46:44 AM;A2302895;20.2972356;45.2952047;873.66;810;21;3.05;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:46:54 AM;A2302895;20.2972355;45.2952045;873.66;811;21;3.1;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:04 AM;A2302895;20.2972345;45.2952041;873.67;809;22;3.2;0;0;55;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:14 AM;A2302895;20.2972325;45.2952014;873.67;810;22;3.15;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:24 AM;A2302895;20.2972288;45.2952012;873.67;810;22;3.1;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:34 AM;A2302895;20.2972256;45.2952045;873.68;810;22;3.1;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:44 AM;A2302895;20.2972247;45.2952084;873.68;810;22;3.2;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:47:54 AM;A2302895;20.2972279;45.295209;873.68;810;22;3.2;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:04 AM;A2302895;20.2972293;45.2952086;873.68;809;22;3.2;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:14 AM;A2302895;20.2972246;45.2952104;873.69;810;22;3.2;0;0;56;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:24 AM;A2302895;20.2972247;45.2952119;873.69;810;22;3.25;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:34 AM;A2302895;20.2972295;45.2952111;873.69;809;23;3.2;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:44 AM;A2302895;20.2972263;45.2952099;873.69;810;22;3.25;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:48:54 AM;A2302895;20.2972268;45.295209;873.7;811;20;2.95;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:04 AM;A2302895;20.2972242;45.2952068;873.7;809;23;3.3;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:14 AM;A2302895;20.2972188;45.2952048;873.7;811;23;3.25;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:24 AM;A2302895;20.2972159;45.2952011;873.71;809;23;3.4;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:34 AM;A2302895;20.2972173;45.2951971;873.71;809;23;3.35;0;0;57;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:44 AM;A2302895;20.2972194;45.2951949;873.71;809;23;3.3;0;0;58;0;0;NA;11.69;1;0;Automatic;NA
Mar 1, 2019 8:49:54 AM;A2302895;20.2972196;45.2951971;873.71;810;22;3.2;0;0;58;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:50:04 AM;A2302895;20.2972193;45.2952008;873.72;810;22;3;0;0;58;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:50:14 AM;A2302895;20.297219;45.2952027;873.72;809;22;3.2;0;0;58;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:50:24 AM;A2302895;20.2972169;45.295204;873.72;810;21;3.05;0;0;58;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:50:36 AM;A2302895;20.2972185;45.2952039;873.73;810;20;2.9;0;0;58;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:50:46 AM;A2302895;20.2972214;45.2952021;873.73;808;20;2.85;0;0;58;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:50:56 AM;A2302895;20.2972266;45.2952006;873.73;810;19;2.7;0;0;58;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:06 AM;A2302895;20.2972341;45.2951991;873.73;810;19;2.65;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:16 AM;A2302895;20.2972385;45.2951946;873.74;811;18;2.45;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:26 AM;A2302895;20.2972406;45.2951925;873.74;809;18;2.45;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:36 AM;A2302895;20.2972367;45.295193;873.74;809;18;2.5;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:46 AM;A2302895;20.2972344;45.2951935;873.74;811;17;2.5;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:51:56 AM;A2302895;20.297233;45.2951954;873.75;810;17;2.3;0;0;59;0;0;NA;11.78;1;0;Automatic;NA
Mar 1, 2019 8:52:06 AM;A2302895;20.2972324;45.2951995;873.75;810;17;2.4;0;0;59;0;0;NA;11.78;1;0;Automatic;NA
Mar 1, 2019 8:52:16 AM;A2302895;20.2972316;45.2952012;873.75;810;17;2.35;0;0;59;0;0;NA;11.78;1;0;Automatic;NA
Mar 1, 2019 8:52:26 AM;A2302895;20.2972302;45.2952004;873.76;809;17;2.3;0;0;59;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:52:36 AM;A2302895;20.2972334;45.2951986;873.76;810;17;2.3;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:52:46 AM;A2302895;20.2972373;45.2952003;873.76;810;17;2.4;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:52:56 AM;A2302895;20.2972406;45.2952051;873.76;809;17;2.35;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:06 AM;A2302895;20.2972317;45.2952059;873.77;810;18;2.45;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:16 AM;A2302895;20.2972294;45.2952038;873.77;810;18;2.4;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:26 AM;A2302895;20.2972308;45.2952046;873.77;811;17;2.3;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:36 AM;A2302895;20.2972315;45.2952053;873.78;809;17;2.35;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:46 AM;A2302895;20.2972319;45.2952065;873.78;810;18;2.4;0;0;60;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:53:56 AM;A2302895;20.2972314;45.2952065;873.78;810;18;2.3;0;0;61;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:54:06 AM;A2302895;20.2972357;45.2952057;873.78;810;17;2.4;0;0;61;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:54:16 AM;A2302895;20.2972431;45.2952037;873.79;809;18;2.4;0;0;61;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:54:26 AM;A2302895;20.2972489;45.2952033;873.79;811;17;2.3;0;0;61;0;0;NA;12;1;0;Automatic;NA
Mar 1, 2019 8:54:36 AM;A2302895;20.2972511;45.2952018;873.79;811;18;2.4;0;0;61;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:54:46 AM;A2302895;20.2972523;45.2952003;873.79;809;18;2.4;0;0;61;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:54:56 AM;A2302895;20.297253;45.2951993;873.8;810;17;2.3;0;0;61;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:06 AM;A2302895;20.2972564;45.2951962;873.8;812;17;2.3;0;0;61;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:16 AM;A2302895;20.2972565;45.2951936;873.8;809;18;2.3;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:26 AM;A2302895;20.2972474;45.2951949;873.81;811;17;2.3;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:36 AM;A2302895;20.2972344;45.2952025;873.81;810;18;2.4;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:46 AM;A2302895;20.2972301;45.2952059;873.81;809;18;2.4;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:55:56 AM;A2302895;20.2972262;45.295207;873.81;810;17;2.35;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:06 AM;A2302895;20.2972227;45.2952056;873.82;810;18;2.35;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:16 AM;A2302895;20.2972252;45.2952035;873.82;809;18;2.3;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:26 AM;A2302895;20.2972283;45.2951983;873.82;811;17;2.25;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:36 AM;A2302895;20.2972262;45.2951959;873.83;809;17;2.35;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:46 AM;A2302895;20.2972231;45.2951945;873.83;810;17;2.4;0;0;62;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:56:56 AM;A2302895;20.2972224;45.2951995;873.83;810;17;2.4;0;0;63;0;0;NA;11.88;1;0;Automatic;NA
Mar 1, 2019 8:57:06 AM;A2302895;20.2972239;45.2952038;873.83;808;16;2.1;0;0;63;0;0;NA;11.88;1;0;Automatic;NA
