Date/Time;Serial number;GPS longitude [°];GPS latitude [°];Total working hours counter [h];Engine speed [rpm];Engine load [%];Fuel consumption [l/h];Ground speed gearbox [km/h];Ground speed radar [km/h];Coolant temperature [°C];Speed front PTO [rpm];Speed rear PTO [rpm];current gear shift [];Ambient temperature [°C];Parking brake status [];Transverse differential lock status [];All-wheel drive status [];Actual status of creeper []
Mar 1, 2019 6:56:08 AM;A2302900;20.104292;46.0490516;878.77;810;25;4.1;0;0;29;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:56:18 AM;A2302900;20.1043085;46.0490831;878.78;811;26;4.2;0;0;30;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:56:28 AM;A2302900;20.1043182;46.0491092;878.78;811;25;4.15;0;0;30;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:56:38 AM;A2302900;20.1043136;46.0491241;878.78;810;26;3.95;0;0;31;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:56:48 AM;A2302900;20.1042765;46.0491124;878.78;809;25;4;0;0;31;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:56:58 AM;A2302900;20.1042805;46.0490404;878.79;810;25;3.95;0;0;32;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:08 AM;A2302900;20.1044739;46.0486188;878.79;809;27;4.3;0;0;32;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:18 AM;A2302900;20.1045574;46.0485996;878.79;810;25;3.75;0;0;32;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:28 AM;A2302900;20.1046256;46.0486052;878.8;810;24;3.7;0;0;33;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:38 AM;A2302900;20.104581;46.0485728;878.8;810;25;3.75;0;0;33;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:48 AM;A2302900;20.1045723;46.0485572;878.8;810;24;3.8;0;0;33;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:57:58 AM;A2302900;20.1045386;46.048518;878.8;811;25;3.8;0;0;34;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:58:08 AM;A2302900;20.1045829;46.0485505;878.81;809;24;3.65;0;0;34;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 6:58:18 AM;A2302900;20.1046144;46.0485586;878.81;812;24;3.8;0;0;34;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 6:58:28 AM;A2302900;20.1046276;46.0485577;878.81;810;24;3.6;0;0;35;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 6:58:38 AM;A2302900;20.1046395;46.048543;878.82;811;25;3.75;0;0;35;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 6:58:48 AM;A2302900;20.1046458;46.0485377;878.82;810;26;4.15;0;0;35;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 6:58:58 AM;A2302900;20.104651;46.0485508;878.82;811;24;3.6;0;0;36;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 6:59:08 AM;A2302900;20.1046779;46.0485308;878.82;810;24;3.55;0;0;36;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 6:59:18 AM;A2302900;20.1046912;46.0485086;878.83;811;24;3.6;0;0;36;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 6:59:28 AM;A2302900;20.1047073;46.0484908;878.83;810;24;3.5;0;0;36;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 6:59:38 AM;A2302900;20.1047202;46.0484972;878.83;810;25;3.85;0;0;37;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 6:59:48 AM;A2302900;20.1047803;46.0484944;878.84;810;25;3.8;0;0;37;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 6:59:58 AM;A2302900;20.1048169;46.0485155;878.84;809;25;3.75;0;0;37;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:00:08 AM;A2302900;20.1047959;46.0485252;878.84;810;23;3.4;0;0;38;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:00:18 AM;A2302900;20.1047917;46.0485542;878.84;810;24;3.65;0;0;38;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:00:28 AM;A2302900;20.1047896;46.0485658;878.85;1012;45;10.45;2.26;1.96;38;0;0;NA;8.5;0;0;off;NA
Mar 1, 2019 7:00:38 AM;A2302900;20.1047949;46.0485691;878.85;861;34;6.15;0.59;0.59;38;0;0;NA;8.5;0;0;off;NA
Mar 1, 2019 7:00:48 AM;A2302900;20.1047915;46.0485711;878.85;934;34;7.25;2.59;2.59;39;0;0;NA;8.5;0;0;off;NA
Mar 1, 2019 7:00:58 AM;A2302900;20.1049281;46.0485834;878.85;871;29;5.25;2.12;2.02;39;0;0;NA;8.5;0;0;off;NA
Mar 1, 2019 7:01:08 AM;A2302900;20.1048421;46.0485444;878.86;986;39;8.85;2.92;2.45;39;0;0;NA;8.38;0;0;off;NA
Mar 1, 2019 7:01:18 AM;A2302900;20.1048142;46.048568;878.86;917;32;6.3;0.73;0.73;40;0;0;NA;8.28;0;0;off;NA
Mar 1, 2019 7:01:28 AM;A2302900;20.1048142;46.0485845;878.86;1119;45;11.2;3.98;3.98;40;0;0;NA;8.19;0;0;off;NA
Mar 1, 2019 7:01:38 AM;A2302900;20.1047964;46.0487628;878.87;1067;23;5.3;7.12;6.9;41;0;0;NA;8.19;0;0;off;NA
Mar 1, 2019 7:01:48 AM;A2302900;20.1048153;46.0488043;878.87;810;22;3.25;0;0;41;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:01:58 AM;A2302900;20.1048252;46.0488039;878.87;810;23;3.4;0;0;42;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:02:08 AM;A2302900;20.1048273;46.0488006;878.87;809;23;3.45;0;0;42;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:02:18 AM;A2302900;20.104828;46.0487991;878.88;810;20;2.9;0;0;42;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:02:28 AM;A2302900;20.1048302;46.0487992;878.88;810;22;3.2;0;0;43;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:02:38 AM;A2302900;20.1048336;46.048799;878.88;811;20;3;0;0;43;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:02:48 AM;A2302900;20.1048293;46.048802;878.89;808;22;3.25;0;0;43;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:00 AM;A2302900;20.1048233;46.0488007;878.89;809;22;3.3;0;0;43;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:10 AM;A2302900;20.1048217;46.0488017;878.89;811;20;3;0;0;43;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:20 AM;A2302900;20.1048246;46.0488045;878.89;812;21;3.05;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:30 AM;A2302900;20.1048267;46.0488074;878.9;810;20;3.05;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:40 AM;A2302900;20.1048259;46.0488116;878.9;807;22;3.25;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:03:50 AM;A2302900;20.1048193;46.0488122;878.9;812;23;3.4;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:00 AM;A2302900;20.1048138;46.0488089;878.9;810;20;3;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:10 AM;A2302900;20.1048094;46.048809;878.91;810;20;2.9;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:20 AM;A2302900;20.1048091;46.0488085;878.91;810;20;2.9;0;0;44;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:30 AM;A2302900;20.1048186;46.0488073;878.91;809;21;3;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:40 AM;A2302900;20.1048295;46.0488022;878.92;811;21;3.25;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:04:50 AM;A2302900;20.1048311;46.0487992;878.92;810;20;2.95;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:00 AM;A2302900;20.1048338;46.0487976;878.92;810;20;2.9;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:10 AM;A2302900;20.104834;46.0487971;878.92;811;20;2.9;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:20 AM;A2302900;20.104833;46.0487988;878.93;810;20;2.85;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:30 AM;A2302900;20.1048356;46.0488029;878.93;809;22;3.15;0;0;45;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:40 AM;A2302900;20.1048376;46.0488032;878.93;811;20;2.95;0;0;46;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:05:50 AM;A2302900;20.104835;46.0487984;878.94;810;20;2.85;0;0;46;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:06:00 AM;A2302900;20.1048317;46.0487966;878.94;809;20;2.9;0;0;46;0;0;NA;7.88;1;0;Automatic;NA
Mar 1, 2019 7:06:10 AM;A2302900;20.1048267;46.0487989;878.94;811;20;2.85;0;0;46;0;0;NA;7.88;1;0;Automatic;NA
Mar 1, 2019 7:06:20 AM;A2302900;20.1048259;46.0488013;878.94;810;21;3.05;0;0;46;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:06:30 AM;A2302900;20.1048274;46.0488085;878.95;810;19;2.7;0;0;46;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:06:40 AM;A2302900;20.1048268;46.0488158;878.95;811;20;2.8;0;0;46;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:06:50 AM;A2302900;20.1048165;46.0488156;878.95;810;20;2.8;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:07:00 AM;A2302900;20.104809;46.0488126;878.95;810;19;2.7;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:07:10 AM;A2302900;20.1048108;46.0488106;878.96;811;21;3.05;0;0;47;0;0;NA;7.88;1;0;Automatic;NA
Mar 1, 2019 7:07:20 AM;A2302900;20.1048197;46.0488118;878.96;810;21;3.1;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:07:30 AM;A2302900;20.1048255;46.0488165;878.96;811;19;2.8;0;0;47;0;0;NA;7.88;1;0;Automatic;NA
Mar 1, 2019 7:07:40 AM;A2302900;20.1048208;46.0488192;878.97;808;20;2.85;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:07:50 AM;A2302900;20.104814;46.0488156;878.97;810;19;2.8;0;0;47;0;0;NA;7.88;1;0;Automatic;NA
Mar 1, 2019 7:08:00 AM;A2302900;20.104815;46.0488094;878.97;810;20;3.05;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:08:10 AM;A2302900;20.1048196;46.048808;878.97;810;21;3.05;0;0;47;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:08:20 AM;A2302900;20.1048233;46.0488101;878.98;810;19;2.75;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:08:30 AM;A2302900;20.104833;46.0488043;878.98;811;19;2.85;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:08:40 AM;A2302900;20.1048343;46.0487987;878.98;810;19;2.75;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:08:50 AM;A2302900;20.1048267;46.048799;878.99;811;19;2.7;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:00 AM;A2302900;20.1048252;46.0488001;878.99;810;20;2.95;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:10 AM;A2302900;20.1048289;46.0488071;878.99;810;19;2.75;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:20 AM;A2302900;20.104828;46.0488089;878.99;811;19;2.75;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:30 AM;A2302900;20.1048232;46.0488096;879;809;19;2.75;0;0;48;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:40 AM;A2302900;20.1048136;46.0488104;879;810;18;2.65;0;0;49;0;0;NA;8;1;0;Automatic;NA
Mar 1, 2019 7:09:52 AM;A2302900;20.1048079;46.0488075;879;810;21;3.05;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:10:02 AM;A2302900;20.1048023;46.0488051;879.01;811;18;2.65;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:10:12 AM;A2302900;20.104797;46.0488045;879.01;810;18;2.7;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:10:22 AM;A2302900;20.1048092;46.0488039;879.01;810;19;2.8;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:10:32 AM;A2302900;20.1048191;46.048807;879.01;860;25;4.2;0.58;0.56;49;0;0;NA;8.09;0;0;off;NA
Mar 1, 2019 7:10:42 AM;A2302900;20.1048187;46.0488198;879.02;816;23;3.35;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:10:52 AM;A2302900;20.1048275;46.0488208;879.02;810;18;2.65;0;0;49;0;0;NA;8.09;1;0;Automatic;NA
Mar 1, 2019 7:11:02 AM;A2302900;20.1048323;46.0488213;879.02;810;18;2.75;0;0;49;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:11:12 AM;A2302900;20.1048331;46.0488191;879.02;811;18;2.6;0;0;49;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:11:22 AM;A2302900;20.1048261;46.0488178;879.03;810;19;2.7;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:11:32 AM;A2302900;20.1048155;46.0488161;879.03;810;20;2.85;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:11:42 AM;A2302900;20.1048167;46.0488152;879.03;811;18;2.55;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:11:52 AM;A2302900;20.1048274;46.0488153;879.04;811;18;2.55;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:02 AM;A2302900;20.1048336;46.0488185;879.04;810;18;2.65;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:12 AM;A2302900;20.1048306;46.0488255;879.04;810;19;2.7;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:22 AM;A2302900;20.1048226;46.0488288;879.04;810;20;2.9;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:32 AM;A2302900;20.1048185;46.0488251;879.05;811;18;2.55;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:42 AM;A2302900;20.1048163;46.048825;879.05;809;19;2.65;0;0;50;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:12:50 AM;A2302900;20.1048141;46.0488269;879.05;809;19;2.7;0;0;51;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:13:00 AM;A2302900;20.1048118;46.0488292;879.06;810;18;2.55;0;0;51;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:13:10 AM;A2302900;20.1048085;46.0488271;879.06;811;20;2.9;0;0;51;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:13:20 AM;A2302900;20.104805;46.0488209;879.06;811;18;2.65;0;0;51;0;0;NA;8.19;1;0;Automatic;NA
Mar 1, 2019 7:13:32 AM;A2302900;20.1048026;46.0488164;879.06;809;18;2.55;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:13:42 AM;A2302900;20.1048029;46.0488138;879.07;810;18;2.6;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:13:52 AM;A2302900;20.1048048;46.0488146;879.07;810;18;2.6;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:02 AM;A2302900;20.1048131;46.0488156;879.07;809;20;2.85;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:12 AM;A2302900;20.104817;46.0488181;879.08;810;18;2.6;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:22 AM;A2302900;20.1048134;46.048826;879.08;809;18;2.6;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:32 AM;A2302900;20.104817;46.0488282;879.08;808;18;2.55;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:42 AM;A2302900;20.1048219;46.0488226;879.08;810;19;2.6;0;0;51;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:14:52 AM;A2302900;20.1048246;46.048817;879.09;810;20;2.8;0;0;52;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:15:02 AM;A2302900;20.1048311;46.0488147;879.09;810;18;2.55;0;0;52;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:15:12 AM;A2302900;20.1048351;46.0488142;879.09;810;18;2.6;0;0;52;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:15:22 AM;A2302900;20.1048247;46.0488092;879.09;810;18;2.6;0;0;52;0;0;NA;8.28;1;0;Automatic;NA
Mar 1, 2019 7:15:32 AM;A2302900;20.1048183;46.0488096;879.1;810;18;2.65;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:15:42 AM;A2302900;20.104822;46.0488147;879.1;811;19;2.9;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:15:52 AM;A2302900;20.1048208;46.0488242;879.1;809;18;2.55;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:02 AM;A2302900;20.1048192;46.0488262;879.11;810;19;2.6;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:12 AM;A2302900;20.1048181;46.0488222;879.11;811;18;2.65;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:22 AM;A2302900;20.104811;46.0488174;879.11;809;18;2.55;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:32 AM;A2302900;20.104818;46.0488197;879.11;810;20;2.9;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:42 AM;A2302900;20.104821;46.0488224;879.12;811;18;2.7;0;0;52;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:16:52 AM;A2302900;20.1048195;46.0488243;879.12;810;18;2.65;0;0;53;0;0;NA;8.38;1;0;Automatic;NA
Mar 1, 2019 7:17:02 AM;A2302900;20.1048185;46.0488236;879.12;810;18;2.7;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:17:12 AM;A2302900;20.1048179;46.0488219;879.13;811;18;2.7;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:17:22 AM;A2302900;20.1048139;46.0488183;879.13;811;20;2.85;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:17:32 AM;A2302900;20.104823;46.0488125;879.13;810;19;2.65;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:17:42 AM;A2302900;20.1048357;46.0488111;879.13;811;18;2.65;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:17:52 AM;A2302900;20.1048363;46.0488105;879.14;811;19;2.6;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:18:02 AM;A2302900;20.1048362;46.0488091;879.14;809;19;2.65;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:18:12 AM;A2302900;20.104843;46.0488099;879.14;810;20;2.95;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:18:22 AM;A2302900;20.1048348;46.0488126;879.14;811;19;2.65;0;0;53;0;0;NA;8.5;1;0;Automatic;NA
Mar 1, 2019 7:18:32 AM;A2302900;20.1048312;46.0488074;879.15;811;18;2.6;0;0;53;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:18:42 AM;A2302900;20.1048404;46.048805;879.15;810;19;2.7;0;0;53;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:18:52 AM;A2302900;20.1048446;46.0488053;879.15;810;20;2.9;0;0;53;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:19:02 AM;A2302900;20.10484;46.048806;879.16;811;20;2.85;0;0;54;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:19:12 AM;A2302900;20.1048367;46.0488056;879.16;809;19;2.6;0;0;54;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:19:24 AM;A2302900;20.1048335;46.0488095;879.16;810;18;2.65;0;0;54;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:19:34 AM;A2302900;20.1048268;46.0488169;879.16;990;31;6.6;1.41;1.41;54;0;0;NA;8.59;0;0;off;NA
Mar 1, 2019 7:19:44 AM;A2302900;20.1047738;46.0489151;879.17;1028;36;8.85;5.61;5.61;54;0;0;NA;8.59;0;0;off;NA
Mar 1, 2019 7:19:54 AM;A2302900;20.1046961;46.0490005;879.17;788;28;4.05;0.48;0.48;54;0;0;NA;8.59;0;0;off;NA
Mar 1, 2019 7:20:04 AM;A2302900;20.1046882;46.0490019;879.17;810;18;2.65;0;0;54;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:20:14 AM;A2302900;20.1046802;46.0490044;879.18;811;18;2.65;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:20:24 AM;A2302900;20.1046813;46.0490084;879.18;808;19;2.7;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:20:34 AM;A2302900;20.1046885;46.0490104;879.18;809;20;2.95;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:20:44 AM;A2302900;20.1046863;46.0490107;879.18;811;19;2.75;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:20:54 AM;A2302900;20.1046863;46.0490124;879.19;810;19;2.8;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:04 AM;A2302900;20.1046856;46.0490097;879.19;809;19;2.8;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:14 AM;A2302900;20.1046856;46.0490077;879.19;809;20;3.05;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:24 AM;A2302900;20.1046824;46.0490063;879.19;811;19;2.85;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:34 AM;A2302900;20.10468;46.0490042;879.2;809;17;2.4;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:44 AM;A2302900;20.1046855;46.0490015;879.2;809;19;2.75;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:21:54 AM;A2302900;20.1046895;46.0489987;879.2;809;20;2.75;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:04 AM;A2302900;20.1046844;46.0489962;879.21;810;20;3;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:14 AM;A2302900;20.1046802;46.0489955;879.21;810;19;2.7;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:24 AM;A2302900;20.1046756;46.048993;879.21;810;19;2.75;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:34 AM;A2302900;20.104675;46.0489938;879.21;811;19;2.7;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:44 AM;A2302900;20.1046732;46.048997;879.22;809;19;2.75;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:22:54 AM;A2302900;20.1046704;46.0490002;879.22;810;21;3;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:04 AM;A2302900;20.104668;46.0490071;879.22;811;19;2.7;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:14 AM;A2302900;20.1046769;46.0490074;879.23;811;19;2.7;0;0;55;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:24 AM;A2302900;20.1046867;46.0490035;879.23;810;19;2.75;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:34 AM;A2302900;20.1046845;46.0490002;879.23;809;21;3.05;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:44 AM;A2302900;20.1046786;46.0489937;879.23;810;21;3.1;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:23:54 AM;A2302900;20.1046808;46.048987;879.24;809;19;2.8;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:04 AM;A2302900;20.1046862;46.0489895;879.24;810;19;2.75;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:14 AM;A2302900;20.1046935;46.0489997;879.24;811;20;2.7;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:24 AM;A2302900;20.1046912;46.0490091;879.24;811;20;3.05;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:34 AM;A2302900;20.1046907;46.0490127;879.25;810;19;2.75;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:44 AM;A2302900;20.1046982;46.0490131;879.25;810;20;2.85;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:24:54 AM;A2302900;20.1047046;46.0490104;879.25;811;19;2.85;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:04 AM;A2302900;20.104707;46.0490042;879.26;810;19;2.8;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:14 AM;A2302900;20.1047073;46.0489983;879.26;810;21;3.1;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:24 AM;A2302900;20.1047012;46.0489913;879.26;811;19;2.9;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:34 AM;A2302900;20.1047017;46.0489909;879.26;810;20;2.85;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:44 AM;A2302900;20.1046991;46.0489939;879.27;810;19;2.85;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:25:54 AM;A2302900;20.1046955;46.0489993;879.27;811;21;3;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:26:04 AM;A2302900;20.1046923;46.0490034;879.27;812;19;2.8;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
Mar 1, 2019 7:26:14 AM;A2302900;20.1046922;46.0490084;879.28;810;20;2.9;0;0;56;0;0;NA;8.59;1;0;Automatic;NA
